0.357081	288.635
0.543633	150.575
0.726406	139.21
1.09527		84.6144
1.47547		68.3031
2.21577		42.5932
2.95733		31.9642
3.70414		25.4936
4.44533		20.6873
5.93892		15.4712
7.50274		12.3946
9.0231		10.3151
12.0445		7.61394
